id_usuario,cant_aluminio,cant_plastico,cant_cristal,kg_papel,kg_organico
5283,383,355,329,397.99,435.37
5284,338,324,316,367.33,368.82
5285,325,344,310,406.84,398.08
5286,361,345,295,401.0,367.9
5287,336,347,312,386.69,340.43
5288,306,321,313,352.64,365.06
5289,339,350,331,378.94,378.08
5290,302,337,317,361.81,339.89
5291,357,344,333,400.86,375.67
5292,325,338,308,423.03,393.07
5293,335,359,336,401.98,391.04
5294,381,383,351,415.13,417.69
5295,376,332,302,385.17,375.2
5296,349,370,342,401.63,369.44
5297,358,386,310,388.41,394.42
5298,361,350,345,383.43,412.02
5299,349,335,297,370.4,403.79
5300,371,387,339,388.06,402.29
5301,341,353,293,405.58,410.24
5302,335,355,346,361.54,360.7
5303,343,325,319,344.76,368.56
5304,325,381,324,393.76,374.53000000000003
5305,388,347,331,384.52,432.21999999999997
5306,327,353,345,385.14,371.19
5307,375,359,320,414.79,428.34
5308,365,355,367,431.28,423.33
5309,353,338,329,396.61,386.61
5310,354,375,340,393.48,380.94
5311,352,334,310,360.85,402.79
5312,363,330,347,401.41,369.59
5313,358,352,341,413.84,402.48
5314,339,316,347,361.3,375.19
5315,344,342,292,387.93,378.84
5316,334,344,340,378.17,415.27
5317,345,332,329,374.58,378.7
5318,328,347,310,360.35,384.38
5319,382,372,342,400.57,400.3
5320,338,339,302,379.35,412.15
5321,385,385,354,466.35,435.53
5322,346,396,343,405.33,443.29
5323,309,338,324,334.1,346.81
5324,349,324,335,396.06,412.66
5325,342,360,280,369.44,386.59
5326,360,338,350,373.37,398.87
5327,380,391,332,396.93,382.19
5328,360,378,337,374.04,379.57
5329,325,341,311,358.9,372.43
5330,324,321,325,377.63,389.15
5331,350,354,347,376.38,361.16
5332,371,341,344,419.55,419.37
5333,347,345,319,412.40999999999997,385.18
5334,349,316,354,370.68,405.4
5335,361,354,352,381.92,355.39
5336,335,344,322,368.48,346.55
5337,349,338,331,406.23,401.29
5338,360,391,329,427.13,427.39
5339,347,344,335,385.56,426.98
5340,339,364,355,404.93,399.8
5341,360,309,307,366.59,407.83
5342,368,370,360,441.73,406.73
5343,353,352,331,410.05,366.99
5344,307,336,272,348.94,343.92
5345,354,377,339,421.12,401.13
5346,412,375,356,418.98,401.61
5347,347,358,319,368.88,365.62
5348,381,370,364,384.66,412.01
5349,336,340,328,368.88,385.5
5350,369,349,351,346.28,407.17
5351,380,371,365,428.59,405.92
5352,355,348,318,376.96,367.04
5353,355,355,299,399.54,396.54
5354,379,338,336,401.46999999999997,364.74
5355,377,367,348,388.63,409.04
5356,342,343,329,400.21,437.73
5357,335,360,355,426.85,379.25
5358,349,353,345,432.48,402.37
5359,360,356,304,355.69,368.23
5360,369,360,312,424.08,426.15
5361,376,331,343,404.12,408.36
5362,350,387,337,400.09,434.88
5363,365,360,321,391.6,389.13
5364,338,361,371,404.48,401.54
5365,324,345,286,359.0,330.66
5366,343,367,357,413.08,429.55
5367,353,351,316,399.66,397.27
5368,392,364,373,422.87,382.49
5369,359,355,297,370.66,359.99
5370,337,392,299,366.94,384.21
5371,366,389,347,422.15,437.92
5372,340,331,342,417.08,410.15
5373,356,340,373,420.3,435.41
5374,331,349,317,386.5,373.21999999999997
5375,338,340,348,373.65,386.73
5376,342,326,311,389.44,372.02
5377,345,355,307,397.21999999999997,399.7
5378,345,352,335,398.61,376.46
5379,369,340,322,352.99,378.21999999999997
5380,389,386,341,431.98,419.5
5381,330,329,309,342.61,361.3
5382,373,372,323,430.13,403.95
5383,342,335,324,344.41,429.36
5384,312,321,284,363.3,382.55
5385,384,360,318,424.73,412.91
5386,363,412,378,357.44,443.65
5387,353,329,316,369.04,387.46
5388,342,332,306,363.29,354.99
5389,346,347,297,401.81,394.76
5390,360,342,388,404.48,394.03
5391,353,355,340,345.67,375.61
5392,386,381,358,426.02,426.8
5393,310,317,315,386.62,370.05
5394,373,337,354,396.63,412.33
5395,358,358,378,375.21,417.88
5396,351,352,342,424.31,399.46
5397,349,352,301,372.33,357.49
5398,359,346,312,399.78,392.25
5399,358,347,273,381.51,361.02
5400,347,342,311,393.33,381.57
5401,341,352,348,430.83,376.68
5402,335,332,307,371.69,365.54
5403,328,322,281,325.29,373.51
5404,328,342,287,398.3,360.1
5405,347,347,326,381.52,373.76
5406,349,331,313,329.12,348.82
5407,366,364,317,382.42,394.72
5408,342,350,287,403.55,371.99
5409,329,322,304,342.97,374.21
5410,362,360,346,429.02,395.13
5411,345,373,325,408.02,397.0
5412,359,359,318,397.8,389.21
5413,348,363,299,377.34,400.96
5414,367,352,302,390.38,405.11
5415,362,346,348,419.33,393.3
5416,355,330,360,350.67,400.55
5417,385,360,360,369.14,370.83
5418,350,369,350,397.35,421.8
5419,339,337,327,383.04,375.45
5420,358,355,341,382.0,397.43
5421,329,357,314,405.39,397.59
5422,361,309,337,382.31,375.24
5423,337,372,325,407.68,387.45
5424,366,335,355,390.40999999999997,432.29
5425,335,315,293,344.14,350.09
5426,397,388,374,414.69,386.71
5427,360,365,332,439.24,400.25
5428,340,341,350,405.65,401.22
5429,348,372,336,403.02,394.51
5430,373,336,317,370.41,389.08
5431,352,315,271,368.8,347.33
5432,332,344,294,399.76,377.5
5433,349,312,293,363.48,374.33
5434,365,349,333,424.39,437.89
5435,351,374,339,379.66,367.39
5436,363,353,319,409.38,396.83
5437,302,327,277,382.41,368.18
5438,342,368,325,390.14,421.95
5439,379,367,360,409.59,398.38
5440,342,334,278,366.26,373.93
5441,371,364,304,403.62,387.96999999999997
5442,347,376,344,361.05,401.95
5443,368,335,370,375.07,394.41
5444,384,356,357,400.2,409.03
5445,318,311,277,355.27,358.59
5446,334,327,341,355.64,357.13
5447,373,380,336,414.21999999999997,429.85
5448,355,330,333,429.27,336.13
5449,375,347,333,415.7,403.58
5450,381,336,319,388.68,412.3
5451,357,343,322,399.08,401.26
5452,339,332,318,381.67,372.56
5453,315,355,340,350.4,398.78000000000003
5454,342,339,339,410.73,414.63
5455,315,354,353,364.88,343.87
5456,361,349,312,409.69,386.86
5457,349,348,292,387.92,413.03
5458,347,359,342,416.45,406.48
5459,358,367,301,420.21,385.27
5460,332,355,323,398.47,391.21999999999997
5461,362,359,362,413.66,376.38
5462,347,343,328,385.48,367.78
5463,353,393,334,428.45,392.63
5464,370,363,395,388.78,382.4
5465,334,343,313,361.29,372.7
5466,362,335,337,394.51,386.8
5467,337,334,306,372.13,366.02
5468,356,380,375,396.54,416.66
5469,389,342,344,399.83,357.68
5470,352,321,290,403.04,405.35
5471,355,355,322,397.73,375.63
5472,358,362,338,388.66,409.59
5473,350,376,323,405.5,362.11
5474,332,352,331,408.85,394.44
5475,335,310,335,388.8,375.28
5476,346,350,328,398.91,368.48
5477,380,366,345,401.21,470.46999999999997
5478,364,362,300,406.64,382.04
5479,377,357,302,374.77,386.03000000000003
5480,372,348,336,416.43,377.86
5481,389,356,356,396.25,414.26
5482,367,383,363,418.08,415.45
5483,358,354,326,360.31,382.32
5484,352,337,319,353.33,434.57
5485,322,353,303,355.32,402.44
5486,352,324,312,362.17,370.03000000000003
5487,346,351,312,383.82,380.05
5488,355,375,341,434.46,422.16
5489,357,363,386,434.75,394.61
5490,356,347,309,375.72,378.1
5491,341,362,351,372.69,388.64
5492,335,330,299,408.38,375.81
5493,340,360,392,384.15,410.54
5494,340,392,335,459.9,438.55
5495,351,348,286,363.74,372.77
5496,337,349,301,407.72,398.08
5497,332,328,328,355.59,373.73
5498,366,356,322,355.45,391.14
5499,341,362,326,392.58,392.54
5500,340,336,317,421.11,373.85
5501,317,307,269,386.28,335.39
5502,360,373,325,398.67,392.32
5503,361,374,337,403.16,429.25
5504,383,393,331,456.15,428.39
5505,393,376,360,392.53,442.04
5506,357,334,338,377.2,376.85
5507,361,359,313,418.36,385.97
5508,349,331,307,383.74,387.94
5509,366,312,304,366.98,372.93
5510,378,366,332,390.17,390.18
5511,342,370,295,384.45,397.09
5512,341,329,317,394.24,389.65
5513,348,328,303,382.14,408.48
5514,351,318,296,372.9,370.35
5515,353,368,388,419.6,387.75
5516,363,356,338,383.14,396.23
5517,359,366,348,417.89,382.46
5518,358,352,369,393.01,374.25
5519,348,327,326,382.55,391.38
5520,340,362,328,390.5,370.19
5521,324,354,311,364.03,364.02
5522,371,384,343,418.82,414.25
5523,392,370,337,415.98,419.03
5524,372,372,310,381.64,398.8
5525,316,330,260,386.63,397.66
5526,319,325,322,388.79,385.01
5527,335,310,313,365.42,373.46
5528,357,375,331,395.21,380.3
5529,375,380,303,383.03,397.71
5530,328,351,334,386.73,375.05
5531,387,375,353,434.13,432.76
5532,327,358,313,363.4,394.13
5533,343,342,318,366.18,402.39
5534,323,339,288,372.44,382.29
5535,336,371,318,385.23,341.67
5536,320,307,343,330.11,365.27
5537,351,334,343,398.39,412.2
5538,364,374,329,448.69,402.25
5539,345,360,348,385.98,389.74
5540,343,328,347,348.48,380.07
5541,372,366,350,392.33,394.96
5542,314,328,328,377.34,368.06
5543,345,323,311,344.92,362.1
5544,360,356,316,400.55,376.91
5545,340,357,330,385.48,346.8
5546,364,351,329,403.93,412.24
5547,362,339,347,404.21,408.86
5548,351,349,320,395.17,368.19
5549,348,341,328,470.1,380.96
5550,364,370,364,409.02,412.6
5551,340,366,325,405.69,410.01
5552,357,361,346,429.95,397.04
5553,364,361,326,389.72,439.09
5554,360,376,350,401.0,386.42
5555,336,314,349,352.1,366.12
5556,357,339,327,411.62,445.89
5557,343,330,325,373.81,350.19
5558,387,366,304,381.89,412.45
5559,378,360,339,388.96,400.83
5560,386,367,344,379.6,419.59
5561,353,331,308,400.99,395.06
5562,354,327,351,385.33,406.0
5563,349,335,350,401.68,422.77
5564,335,335,284,373.4,384.71
5565,365,352,314,405.95,422.27
5566,323,346,322,398.21,368.9
5567,344,370,341,421.02,381.95
5568,358,339,346,375.92,386.53
5569,318,345,325,399.16,382.01
5570,371,347,302,400.87,422.61
5571,326,332,364,400.5,390.44
5572,318,357,306,375.34,375.09
5573,341,343,321,373.48,417.52
5574,332,330,314,382.99,404.32
5575,348,340,324,391.59,399.66
5576,396,339,362,361.51,418.58
5577,370,371,362,429.83,427.36
5578,350,376,289,403.22,416.21
5579,364,341,339,367.78,375.14
5580,322,316,316,357.96,371.66
5581,342,377,342,436.2,424.2
5582,369,324,324,356.42,390.99
5583,346,371,339,433.04,391.88
5584,354,350,302,391.97,352.27
5585,359,379,314,393.61,383.23
5586,328,337,330,369.01,340.15
5587,367,379,342,407.7,427.18
5588,371,352,328,402.55,370.66
5589,365,363,331,423.7,400.1
5590,334,329,271,396.7,336.05
5591,356,354,283,414.65,373.09
5592,359,370,344,414.54,417.53
5593,342,325,321,390.35,416.62
5594,360,347,318,377.22,377.54
5595,363,349,303,363.98,378.77
5596,354,320,296,400.01,400.12
5597,371,346,369,388.46999999999997,374.56
5598,376,357,302,391.63,401.36
5599,360,356,286,435.83,408.47
5600,331,357,308,359.84,415.6
5601,335,317,351,395.29,369.41
5602,383,366,349,432.83,423.63
5603,336,332,313,350.91,401.8
5604,342,354,316,377.31,393.98
5605,321,326,314,381.38,368.55
5606,319,341,296,370.07,335.51
5607,345,318,331,347.63,350.94
5608,322,312,340,366.15,390.09000000000003
5609,371,391,347,381.84,385.39
5610,352,378,346,390.62,381.25
5611,324,341,279,355.56,356.16
5612,378,385,374,420.33,382.28000000000003
5613,324,353,324,405.61,386.02
5614,358,324,329,396.53,408.81
5615,383,358,330,416.47,361.91
5616,348,350,304,355.26,393.2
5617,370,354,341,415.62,400.0
5618,342,371,354,369.76,398.53
5619,351,325,322,387.35,403.42
5620,361,353,330,386.12,366.74
5621,341,331,389,409.67,410.17
5622,339,349,351,381.19,340.46
5623,389,350,362,373.4,407.96
5624,344,352,363,360.11,379.78
5625,334,325,285,356.13,375.74
5626,350,344,300,337.31,354.81
5627,344,344,323,370.21999999999997,348.1
5628,302,354,304,361.19,382.66
5629,339,352,324,357.27,390.99
5630,361,367,313,408.44,410.49
5631,354,356,287,403.8,405.01
5632,366,361,362,390.39,383.19
5633,331,339,292,394.76,372.98
5634,325,316,302,385.62,386.69
5635,371,373,339,408.59,422.17
5636,349,356,309,394.87,399.21
5637,364,326,371,415.69,402.98
5638,342,333,305,378.84,357.25
5639,357,361,332,401.36,430.66
5640,358,358,311,414.93,403.26
5641,368,334,323,427.53,395.76
5642,328,352,326,394.29,401.21
5643,319,347,288,403.35,388.43
5644,354,344,320,394.98,400.61
5645,320,325,291,382.16,374.61
5646,321,318,321,382.63,358.05
5647,349,350,318,357.76,402.97
5648,345,353,313,375.48,359.15
5649,329,343,299,378.9,345.29
5650,340,343,319,378.94,412.54
5651,337,341,343,380.5,386.43
5652,388,347,363,392.73,391.46
5653,323,325,342,364.61,381.96
5654,328,313,284,393.48,357.49
5655,344,386,353,353.48,407.24
5656,334,360,341,411.11,410.49
5657,346,343,308,380.28,393.63
5658,346,372,279,349.78,398.48
5659,355,378,311,413.43,358.8
5660,372,344,360,414.16,447.65
5661,316,350,323,380.21999999999997,363.82
5662,370,370,347,408.44,359.11
5663,388,374,343,361.73,362.84
5664,350,337,308,396.54,390.66
5665,328,351,304,366.15,389.56
5666,327,308,325,358.71,369.34
5667,372,347,379,403.15,385.9
5668,376,346,323,418.08,404.18
5669,350,355,290,360.42,375.64
5670,332,342,319,413.65,390.29
5671,354,363,342,390.15,396.11
5672,347,350,308,387.81,394.94
5673,358,348,325,366.26,418.78
5674,321,357,325,414.69,348.21
5675,351,315,349,388.7,392.16
5676,324,360,368,395.38,357.58
5677,347,330,291,398.16,405.6
5678,329,356,347,404.31,387.14
5679,354,345,303,372.82,385.19
5680,361,355,336,426.58,402.3
5681,350,376,356,366.96999999999997,361.56
5682,364,360,348,384.6,386.5
5683,366,367,294,398.34,379.68
5684,326,322,299,377.63,357.0
5685,377,367,315,366.96,414.05
5686,325,341,338,373.38,378.86
5687,364,389,293,363.34,379.88
5688,348,342,353,365.56,330.67
5689,363,365,303,404.9,382.64
5690,377,390,332,431.11,421.73
5691,332,329,318,388.91,422.74
5692,357,355,334,372.62,366.08
5693,341,358,316,399.02,406.57
5694,344,362,269,363.17,397.57
5695,318,324,337,330.27,374.94
5696,364,379,340,382.5,409.9
5697,300,314,278,369.98,364.52
5698,381,349,346,399.59,389.63
5699,375,377,348,437.45,428.3
5700,324,360,340,365.35,355.39
5701,333,343,342,352.46,312.79
5702,333,327,319,417.02,391.39
5703,321,332,336,382.45,361.61
5704,366,350,329,399.16,377.23
5705,354,324,313,375.7,395.06
5706,353,351,340,385.71999999999997,363.83
5707,348,349,319,392.15,390.87
5708,352,369,289,413.24,381.92
5709,387,394,287,408.04,399.34
5710,352,372,329,401.39,385.85
5711,353,335,326,395.5,384.07
5712,345,326,307,335.81,358.88
5713,380,369,362,402.44,375.79
5714,373,331,384,363.3,371.96
5715,370,351,334,396.8,396.25
5716,352,354,335,389.55,389.23
5717,329,340,328,367.08,414.17
5718,309,339,320,397.7,403.82
5719,390,372,394,427.06,434.97
5720,374,359,318,391.11,371.11
5721,358,366,315,381.13,392.17
5722,348,373,339,384.66,394.95
5723,356,342,347,420.5,396.43
5724,345,326,336,370.18,395.54
5725,341,364,342,375.09,369.44
5726,344,353,320,413.42,385.81
5727,307,343,308,362.25,320.24
5728,330,342,313,396.9,379.33
5729,370,329,308,385.97,381.08
5730,353,365,330,436.1,362.84
5731,364,354,356,410.51,384.21
5732,339,353,325,370.47,410.22
5733,374,371,359,398.9,404.67
5734,360,352,342,382.4,376.8
5735,364,355,323,402.48,401.14
5736,354,339,333,391.91,429.24
5737,330,337,315,345.73,359.28
5738,336,356,326,385.28,383.59
5739,367,364,341,402.07,390.62
5740,383,368,341,405.11,406.39
5741,344,331,319,409.99,379.17
5742,351,404,357,386.02,437.29
5743,357,347,311,383.33,419.63
5744,333,355,351,357.5,360.34
5745,376,386,382,429.34,425.87
5746,354,388,364,412.21,411.15
5747,354,355,306,381.7,390.78000000000003
5748,340,360,287,378.88,349.14
5749,335,354,307,401.79,389.64
5750,320,307,305,355.85,406.14
5751,355,349,300,403.14,409.25
5752,355,363,324,397.75,402.02
5753,330,347,310,360.23,380.94
5754,368,392,368,409.05,433.46999999999997
5755,407,402,350,411.35,445.32
5756,350,328,343,402.99,388.82
5757,372,390,376,409.79,451.38
5758,365,357,359,397.64,417.13
5759,364,403,345,391.03,433.36
5760,342,370,336,359.68,370.87
5761,363,369,329,385.74,397.76
5762,346,349,368,379.46,409.58
5763,332,328,369,372.26,410.16
5764,352,352,316,371.55,399.47
5765,337,372,331,354.97,415.23
5766,354,355,332,372.62,390.69
5767,362,379,301,361.76,355.16
5768,359,353,307,381.42,349.96
5769,331,359,317,386.83,391.46
5770,340,357,345,387.71,398.21
5771,385,313,304,420.92,428.19
5772,362,368,370,399.62,384.37
5773,335,335,302,370.49,417.03
5774,309,323,304,372.24,353.85
5775,363,306,331,380.63,400.75
5776,350,324,336,415.42,400.76
5777,345,335,349,343.49,375.13
5778,386,399,322,424.35,460.92
5779,366,357,333,382.91,388.35
5780,341,361,314,397.11,385.4
5781,320,352,344,419.05,392.48
5782,364,360,332,395.36,395.83
5783,342,355,367,397.15,361.2
5784,364,367,345,415.73,387.61
5785,337,324,319,349.06,371.40999999999997
5786,332,348,337,384.35,390.11
5787,346,360,323,395.58,421.32
5788,357,315,281,373.94,396.68
5789,308,344,314,374.64,382.15
5790,333,338,293,412.94,402.24
5791,347,404,329,409.84,393.56
5792,355,356,288,404.61,391.71
5793,348,348,317,388.19,368.97
5794,326,339,278,398.2,389.2
5795,384,362,305,384.57,410.26
5796,320,366,316,390.71,396.82
5797,345,363,359,380.9,402.76
5798,363,375,357,410.84,398.19
5799,368,366,317,433.11,368.05
5800,384,379,346,386.71,431.12
5801,344,360,355,403.49,404.93
5802,365,343,310,370.03,416.87
5803,364,389,336,408.93,425.26
5804,397,358,334,355.42,398.2
5805,360,368,341,398.49,373.75
5806,314,332,302,361.07,389.83
5807,349,367,305,404.39,398.02
5808,366,374,348,388.61,431.07
5809,327,357,330,320.24,352.4
5810,374,356,373,468.32,460.54
5811,331,349,351,353.41,427.81
5812,391,372,337,440.94,420.8
5813,377,325,353,430.87,383.84
5814,333,342,288,368.67,388.2
5815,346,373,318,371.14,448.09
5816,303,368,264,363.11,350.82
5817,373,330,348,403.4,422.16
5818,383,363,367,428.47,442.38
5819,333,340,304,384.43,369.07
5820,340,359,332,389.25,387.5
5821,369,351,341,407.06,409.35
5822,320,334,343,380.36,402.47
5823,351,392,382,403.43,398.32
5824,290,309,296,344.95,362.52
5825,350,351,304,383.11,357.85
5826,352,318,304,379.75,386.48
5827,316,339,304,397.84,335.82
5828,341,327,331,412.68,367.68
5829,338,362,325,359.64,365.65
5830,380,356,331,391.62,391.21
5831,332,325,297,377.8,361.71999999999997
5832,352,351,318,408.55,379.08
5833,337,329,292,400.11,390.21999999999997
5834,326,353,292,383.43,363.81
5835,372,371,344,370.0,385.15
5836,353,375,331,391.04,401.28
5837,363,351,346,417.59,419.29
5838,387,363,348,364.67,392.28
5839,361,348,302,380.57,400.74
5840,366,349,275,410.78000000000003,355.52
5841,385,374,343,384.6,405.5
5842,376,336,330,371.57,383.0
5843,333,361,317,390.01,387.86
5844,335,340,324,369.98,405.19
5845,368,378,334,377.89,433.22
5846,363,367,305,387.05,398.92
5847,320,318,324,378.49,361.46999999999997
5848,332,342,289,413.33,396.42
5849,348,344,321,384.14,385.93
5850,345,344,322,384.46,354.88
5851,395,365,346,423.74,428.98
5852,316,324,325,368.58,363.54
5853,349,321,351,361.8,398.17
5854,313,342,327,367.39,377.85
5855,348,333,337,334.9,375.03000000000003
5856,336,326,294,380.54,393.78
5857,335,342,331,414.91,369.03000000000003
5858,345,342,308,376.42,397.54
5859,366,401,349,447.68,421.41
5860,336,326,306,379.34,384.99
5861,337,359,357,399.31,380.56
5862,373,371,352,414.1,430.96
5863,325,322,344,353.11,385.63
5864,361,372,344,418.56,375.33
5865,387,366,339,407.57,403.54
5866,357,316,300,374.17,378.79
5867,368,357,333,380.99,376.71
5868,339,360,339,395.93,376.21
5869,357,352,324,416.27,389.97
5870,366,343,296,413.45,395.66
5871,361,351,316,387.75,382.03000000000003
5872,380,374,336,414.71,387.93
5873,354,357,334,372.62,389.41
5874,346,371,321,379.14,383.36
5875,379,373,334,392.5,406.85
5876,365,329,289,372.49,369.9
5877,361,388,376,426.64,430.04
5878,316,291,299,311.5,359.54
5879,344,367,347,382.75,349.58
5880,344,355,330,383.88,358.68
5881,332,334,336,365.55,374.59
5882,301,304,293,376.39,348.21999999999997
5883,356,377,363,406.02,400.01
5884,390,357,341,372.39,377.82
5885,370,358,360,419.86,414.36
5886,333,347,339,382.99,387.35
5887,304,310,338,343.19,324.16
5888,368,367,369,403.28,371.05
5889,342,332,291,388.08,371.09
5890,328,318,327,363.45,363.35
5891,340,332,315,369.48,352.25
5892,360,351,358,401.74,392.33
5893,353,373,349,387.07,389.45
5894,329,363,330,380.02,359.56
5895,357,349,325,366.9,428.5
5896,307,334,310,363.21999999999997,363.23
5897,313,332,295,392.64,364.52
5898,327,375,340,400.47,376.8
5899,338,336,283,378.75,416.05
5900,359,354,297,363.81,337.96
5901,337,312,293,377.88,367.94
5902,338,337,281,327.5,423.35
5903,374,337,334,417.44,374.76
5904,321,341,345,378.63,372.0
5905,347,368,348,393.15,365.65
5906,364,362,324,386.84,382.14
5907,377,332,320,392.95,379.62
5908,336,354,331,410.58,391.98
5909,354,374,329,388.91,400.16
5910,380,367,330,407.84,409.85
5911,361,345,337,368.5,375.23
5912,346,331,325,358.48,350.05
5913,365,341,310,359.76,430.59
5914,366,380,322,397.57,403.0
5915,330,351,319,390.76,400.79
5916,358,370,331,385.6,412.74
5917,360,367,319,386.71,417.55
5918,340,346,309,376.66,405.69
5919,364,364,344,418.58,401.59000000000003
5920,344,337,364,395.36,395.06
5921,368,369,331,399.62,402.05
5922,369,373,365,392.24,390.52
5923,385,388,365,441.65,418.04
5924,350,352,302,406.37,381.56
5925,351,366,339,379.5,393.13
5926,333,347,330,393.22,408.16
5927,344,355,317,393.65,409.7
5928,329,376,364,399.51,377.94
5929,336,309,321,356.71,368.52
5930,332,374,333,414.94,402.48
5931,360,344,295,383.52,390.54
5932,352,349,316,389.34,386.31
5933,337,360,301,369.48,352.6
5934,368,358,325,370.21999999999997,388.09
5935,334,326,337,347.54,377.93
5936,357,352,328,405.74,419.12
5937,350,352,314,392.09,398.35
5938,354,326,350,379.42,376.19
5939,370,341,330,371.53,392.13
5940,345,367,351,400.01,381.02
5941,336,361,323,363.25,392.64
5942,374,360,305,386.04,390.5
5943,351,383,319,370.85,428.29
5944,321,347,311,333.75,380.52
5945,381,340,373,408.98,376.74
5946,355,366,304,372.07,391.08
5947,344,350,322,431.01,387.89
5948,339,336,317,380.2,363.8
5949,377,349,363,429.0,377.79
5950,358,356,323,400.45,370.47
5951,381,385,325,390.32,400.23
5952,360,357,335,395.66,413.84000000000003
5953,357,356,326,378.27,381.32
5954,388,380,331,385.61,384.92
5955,355,330,329,332.48,357.23
5956,354,333,329,396.73,416.54
5957,344,339,323,396.89,341.19
5958,341,304,294,364.0,380.63
5959,355,380,300,380.19,405.22
5960,345,363,318,381.49,389.83
5961,351,376,334,396.98,429.27
5962,325,342,310,373.75,411.53
5963,366,390,354,404.67,419.71999999999997
5964,389,402,355,406.87,426.16
5965,324,351,302,395.53,411.12
5966,325,344,333,411.05,338.16
5967,367,374,350,394.64,349.55
5968,338,348,299,387.84,404.53000000000003
5969,350,359,361,398.58,368.92
5970,356,353,345,368.69,403.25
5971,338,352,281,359.58,355.07
5972,374,365,351,429.7,449.59
5973,367,367,358,407.55,447.40999999999997
5974,310,359,271,366.62,338.38
5975,342,344,303,376.81,383.69
5976,301,326,284,364.07,386.88
5977,364,367,361,390.72,421.72
5978,335,353,355,357.93,368.16
5979,354,361,338,387.43,394.72
5980,333,345,317,385.12,368.41
5981,357,367,341,378.11,403.67
5982,356,318,362,389.65,372.15
5983,348,373,318,413.55,396.68
5984,381,351,314,383.09,406.62
5985,342,376,342,384.68,387.03
5986,363,399,349,402.01,386.12
5987,351,334,284,350.78,375.63
5988,358,346,346,324.25,351.62
5989,372,362,371,384.8,415.54
5990,346,365,346,407.51,353.62
5991,353,353,330,404.87,384.75
5992,345,366,318,399.31,395.49
5993,340,327,352,391.22,394.94
5994,331,351,364,392.65,383.26
5995,367,323,337,396.94,367.2
5996,356,323,305,352.22,372.04
5997,341,354,360,364.71999999999997,359.99
5998,342,327,299,387.59,387.09
5999,376,359,327,392.05,416.86
6000,335,355,308,378.46,382.9
6001,332,353,309,378.14,378.66
6002,374,348,353,447.11,394.54
6003,357,361,329,380.33,427.54
6004,350,344,329,379.93,406.8
6005,366,375,335,397.87,432.39
6006,344,376,378,374.17,434.63
6007,351,362,330,385.59,382.31
6008,313,317,311,376.26,353.9
6009,346,366,347,370.88,356.78
6010,366,367,308,375.28000000000003,431.82
6011,368,346,328,382.97,384.9
6012,334,342,338,367.75,391.89
6013,317,366,318,381.2,363.97
6014,361,342,336,412.43,364.78000000000003
6015,322,319,353,374.78,399.31
6016,384,363,334,379.28,394.42
6017,326,323,297,393.62,337.75
6018,347,370,266,374.34,372.75
6019,356,359,293,417.62,392.6
6020,340,340,349,386.28,392.95
6021,343,353,304,355.92,365.34
6022,354,326,273,389.14,379.26
6023,347,374,345,363.93,424.7
6024,354,347,337,410.4,387.46
6025,359,352,278,421.93,387.36
6026,341,335,345,396.31,402.0
6027,332,344,330,358.91,374.99
6028,327,307,307,364.95,368.4
6029,363,343,350,394.69,362.09
6030,314,330,339,368.95,386.73
6031,357,339,362,412.83,423.68
6032,353,346,301,406.69,348.96
6033,381,364,377,401.18,402.46
6034,351,372,317,426.02,400.05
6035,320,346,287,374.96999999999997,368.78
6036,351,384,306,438.39,407.04
6037,345,356,330,413.92,380.86
6038,380,353,337,387.25,361.45
6039,389,368,323,428.07,398.99
6040,359,350,317,384.38,368.59
6041,349,355,329,382.21,388.01
6042,354,348,347,408.2,443.12
6043,352,350,327,375.76,385.63
6044,365,363,331,429.59,414.68
6045,314,312,319,340.95,349.31
6046,374,373,341,405.09,384.56
6047,343,317,349,366.13,387.06
6048,341,369,325,420.05,402.6
6049,372,361,359,399.0,421.88
6050,358,327,307,344.7,363.03
6051,348,369,308,406.12,408.8
6052,342,353,356,401.94,358.82
6053,372,379,307,412.71,396.64
6054,376,387,375,453.9,393.26
6055,398,375,374,421.23,415.67
6056,341,328,328,394.67,372.46
6057,348,307,299,399.43,371.09
6058,357,331,328,403.8,369.23
6059,328,354,332,406.67,392.76
6060,338,352,300,372.26,357.55
6061,363,376,332,386.88,398.99
6062,358,354,327,393.81,432.19
6063,383,365,370,436.99,416.43
6064,327,335,293,370.12,385.74
6065,369,334,337,376.38,391.74
6066,348,325,331,374.94,376.21
6067,369,375,306,408.08,416.92
6068,345,344,306,377.0,397.94
6069,410,392,365,419.23,463.0
6070,341,318,289,384.14,383.71999999999997
6071,315,325,330,375.07,339.07
6072,363,371,329,400.01,402.19
6073,367,358,382,436.93,439.82
6074,335,329,335,379.72,396.08
6075,385,367,348,426.82,392.59
6076,347,358,308,370.19,384.13
6077,359,371,339,389.03,410.03
6078,319,320,307,343.76,353.05
6079,346,370,354,412.37,394.26
6080,378,348,323,418.98,395.24
6081,326,350,327,354.33,354.96999999999997
6082,352,337,322,375.45,369.27
6083,355,331,306,372.65999999999997,355.12
6084,374,369,356,417.3,392.26
6085,363,358,305,440.94,374.84
6086,360,362,344,410.39,434.25
6087,333,342,312,414.6,357.46
6088,368,367,304,404.97,402.08
6089,346,364,324,382.62,388.61
6090,340,344,299,397.17,353.53000000000003
6091,376,375,352,399.19,404.86
