id_usuario,ubicacion,basura_papel,basura_plastico,basura_resto,basura_organico,basura_cristal,no_recicla,edad,genero,estado_civil,hijos,tipo_vivienda,nivel_estudios,profesion
4510,0,1,1,1,0,0,0,22,1,0,0,0,4,7
4511,0,1,1,0,1,0,0,27,0,0,0,0,4,23
4512,0,1,1,0,1,1,0,68,1,1,1,0,2,15
4513,0,1,1,0,0,1,0,47,0,2,1,0,2,4
4514,0,1,1,0,1,0,0,51,0,0,0,0,0,10
4515,0,1,0,0,0,0,0,75,1,3,1,0,3,13
4516,0,1,1,0,0,0,0,22,1,0,0,0,2,12
4517,0,1,1,1,1,0,0,74,0,2,2,0,6,16
4518,0,0,1,0,0,1,0,69,1,2,1,0,2,6
4519,0,1,1,0,0,0,0,23,0,0,0,1,7,14
4520,0,1,1,0,1,1,0,67,0,3,1,3,5,18
4521,0,0,0,0,0,1,0,21,1,0,0,0,6,7
4522,0,1,1,1,0,0,0,18,0,0,0,1,4,18
4523,0,1,1,1,1,1,0,30,1,0,0,0,7,14
4524,0,0,1,1,0,1,0,62,1,1,2,0,5,6
4525,0,1,1,0,0,0,0,24,0,0,0,0,4,13
4526,0,1,0,0,1,0,0,29,0,0,0,0,3,10
4527,0,1,1,0,0,1,0,57,0,2,2,0,5,4
4528,0,1,1,1,0,1,0,47,1,0,0,0,3,13
4529,0,0,1,1,0,1,0,77,1,3,2,0,5,2
4530,0,1,0,1,1,1,0,38,0,2,1,0,5,5
4531,0,1,1,0,0,0,0,58,0,0,0,0,7,7
4532,0,0,1,1,1,1,0,25,1,0,0,0,4,11
4533,0,0,1,1,1,1,0,30,0,0,0,0,3,17
4534,0,1,1,0,1,1,0,67,1,2,0,0,1,23
4535,0,1,1,0,0,0,0,23,1,0,0,0,4,13
4536,0,1,1,1,0,1,0,70,1,2,2,0,5,0
4537,0,0,1,0,0,0,0,27,0,0,0,0,0,3
4538,0,1,1,0,0,0,0,60,0,3,3,0,4,6
4539,0,1,1,0,1,0,0,74,0,2,0,0,5,11
4540,0,1,1,1,1,1,0,18,0,0,0,3,4,7
4541,0,1,1,0,0,0,0,32,1,0,0,1,3,10
4542,0,1,1,1,0,0,0,76,0,1,2,0,4,12
4543,0,0,1,0,0,0,0,58,0,2,0,0,7,6
4544,0,1,1,0,0,1,0,60,0,2,0,0,5,23
4545,0,1,1,0,1,1,0,22,0,0,0,0,5,7
4546,0,1,1,1,0,0,0,29,1,0,0,0,4,4
4547,0,1,1,1,0,1,0,74,1,1,2,0,5,8
4548,0,1,1,1,1,0,0,60,0,2,0,2,0,17
4549,0,0,1,0,0,1,0,34,1,0,0,3,6,16
4550,0,1,1,0,0,0,0,33,0,0,0,0,4,14
4551,0,1,0,0,0,0,0,24,0,0,0,0,3,23
4552,0,1,0,1,0,1,0,24,0,0,0,0,3,2
4553,0,1,1,1,0,0,0,18,1,0,0,1,6,14
4554,0,1,1,0,1,0,0,27,0,0,0,0,1,8
4555,0,0,1,1,0,0,0,29,1,0,0,0,3,5
4556,0,1,1,0,0,1,0,30,1,2,0,0,3,13
4557,0,0,1,0,0,1,0,18,1,0,0,0,5,1
4558,0,0,0,0,0,0,1,23,0,0,0,0,6,5
4559,0,1,1,0,0,0,0,20,0,0,0,0,0,23
4560,0,1,0,1,0,0,0,30,1,2,0,1,5,7
4561,0,1,1,0,1,1,0,32,0,2,1,0,3,10
4562,0,1,1,0,1,1,0,31,1,0,0,1,5,5
4563,0,0,1,0,1,1,0,27,0,0,0,1,3,12
4564,0,0,1,0,0,1,0,29,1,0,0,0,3,17
4565,0,1,0,0,0,1,0,19,1,0,0,0,4,22
4566,0,1,1,1,0,0,0,20,0,0,0,0,0,11
4567,0,1,1,1,0,0,0,70,1,2,0,0,4,4
4568,0,1,0,0,0,1,0,25,0,0,0,0,4,3
4569,0,1,0,1,1,0,0,23,0,0,0,0,1,7
4570,0,1,1,0,0,0,0,25,1,0,0,1,2,16
4571,0,0,0,0,0,0,1,38,0,0,0,0,6,13
4572,0,1,1,0,1,1,0,31,1,2,0,0,4,9
4573,0,1,1,0,0,0,0,26,0,0,0,2,1,2
4574,0,1,1,1,0,0,0,27,0,0,0,0,7,12
4575,0,1,1,0,0,0,0,56,1,0,0,0,0,7
4576,0,1,1,0,0,0,0,23,0,0,0,0,2,16
4577,0,1,1,0,0,1,0,23,1,0,0,0,4,22
4578,0,1,0,1,1,1,0,71,0,3,1,0,4,6
4579,0,1,1,1,1,1,0,41,0,0,0,0,5,16
4580,0,1,1,0,0,0,0,74,1,3,2,0,2,7
4581,0,1,1,0,1,1,0,29,1,0,0,0,3,3
4582,0,1,0,0,0,0,0,19,0,0,0,0,2,10
4583,0,1,1,0,1,0,0,27,1,0,0,0,3,0
4584,0,1,1,0,1,0,0,22,1,0,0,1,7,0
4585,0,1,1,1,0,1,0,44,0,0,0,0,4,17
4586,0,1,1,0,1,0,0,32,0,0,0,1,5,18
4587,0,1,1,1,1,0,0,18,1,0,0,1,3,13
4588,0,1,1,0,0,1,0,22,1,0,0,0,3,11
4589,0,1,1,1,1,0,0,55,1,2,1,0,4,7
4590,0,1,0,1,0,0,0,22,0,0,0,0,5,7
4591,0,0,0,1,0,1,0,27,0,0,0,0,6,8
4592,0,1,1,0,0,0,0,38,1,2,1,0,1,9
4593,0,0,1,1,1,1,0,58,1,2,0,1,2,13
4594,0,0,0,0,1,0,0,42,1,2,2,0,6,3
4595,0,0,1,0,0,0,0,28,1,0,0,3,4,15
4596,0,1,1,0,1,1,0,71,1,2,2,0,2,3
4597,0,1,1,1,1,0,0,22,0,0,0,0,7,18
4598,0,1,0,1,0,0,0,25,1,0,0,0,0,7
4599,0,0,1,0,1,1,0,18,1,0,0,0,7,10
4600,0,1,1,1,1,0,0,33,1,2,2,0,1,0
4601,0,1,0,1,0,1,0,46,1,2,1,0,6,8
4602,0,0,1,0,0,0,0,67,1,3,4,0,2,10
4603,0,0,1,1,0,1,0,31,1,2,0,0,5,5
4604,0,1,1,1,0,0,0,20,0,0,0,0,5,11
4605,0,0,1,1,0,0,0,24,1,0,0,0,4,0
4606,0,1,1,0,1,0,0,23,1,0,0,0,4,16
4607,0,1,1,0,0,0,0,67,1,3,0,0,4,6
4608,0,1,0,1,0,0,0,23,1,0,0,0,4,6
4609,0,1,0,0,1,0,0,22,1,0,0,2,7,0
4610,0,1,1,0,0,0,0,18,1,0,0,0,4,11
4611,0,1,1,1,1,1,0,27,1,0,0,3,3,7
4612,0,1,1,1,1,1,0,74,0,2,2,0,5,14
4613,0,0,1,0,0,1,0,28,0,0,0,0,5,7
4614,0,1,1,0,1,1,0,51,0,0,0,1,4,19
4615,0,1,1,0,0,0,0,70,1,2,2,2,4,22
4616,0,1,1,0,0,0,0,24,0,0,0,0,3,1
4617,0,1,1,1,1,0,0,18,0,0,0,1,5,4
4618,0,0,1,1,0,0,0,21,0,0,0,1,2,11
4619,0,1,1,1,1,0,0,47,1,2,0,1,5,0
4620,0,1,1,1,0,0,0,80,0,1,3,0,4,23
4621,0,1,1,0,0,1,0,31,1,0,0,0,4,11
4622,0,1,1,0,1,1,0,25,0,0,0,0,1,1
4623,0,0,0,1,0,0,0,34,0,0,0,0,1,9
4624,0,0,1,1,1,0,0,28,0,0,0,0,3,2
4625,0,0,0,0,0,1,0,33,1,2,0,0,4,6
4626,0,1,1,0,0,0,0,32,1,0,0,0,3,11
4627,0,1,0,0,0,1,0,69,1,3,3,0,3,6
4628,0,1,0,1,1,0,0,23,0,0,0,0,7,8
4629,0,1,1,0,0,0,0,27,1,0,0,1,0,18
4630,0,1,1,0,1,0,0,23,1,0,0,0,1,18
4631,0,1,0,0,0,1,0,56,0,2,2,1,0,17
4632,0,1,1,1,0,0,0,24,1,0,0,0,4,9
4633,0,1,1,0,1,0,0,19,0,0,0,0,6,7
4634,0,1,1,0,1,0,0,29,1,0,0,0,4,9
4635,0,1,1,0,1,1,0,20,1,0,0,0,3,1
4636,0,1,1,0,0,1,0,38,1,0,0,0,1,17
4637,0,1,1,1,0,0,0,31,0,2,1,0,3,15
4638,0,1,0,0,0,1,0,34,0,0,0,0,4,5
4639,0,1,1,1,0,0,0,35,0,2,1,2,4,3
4640,0,0,1,0,1,0,0,21,0,0,0,0,0,3
4641,0,1,1,0,0,0,0,32,1,0,0,0,5,8
4642,0,1,1,1,0,0,0,20,1,0,0,0,4,18
4643,0,1,1,0,0,0,0,77,0,3,4,0,1,10
4644,0,1,1,1,0,0,0,74,1,3,4,0,2,0
4645,0,1,0,0,1,0,0,65,1,2,0,0,4,16
4646,0,1,0,0,1,0,0,55,0,0,0,0,5,8
4647,0,0,1,1,1,1,0,77,0,3,1,0,7,4
4648,0,0,1,1,1,0,0,18,1,0,0,0,4,4
4649,0,1,0,0,1,0,0,61,0,3,1,0,5,9
4650,0,0,1,0,0,0,0,36,1,2,2,0,7,4
4651,0,1,1,1,1,1,0,27,0,0,0,1,5,12
4652,0,0,1,0,1,0,0,33,1,0,0,3,5,6
4653,0,1,1,1,0,0,0,33,1,0,0,0,4,11
4654,0,1,0,0,0,0,0,42,0,0,0,0,4,2
4655,0,1,1,0,1,0,0,65,1,1,4,1,4,6
4656,0,1,1,0,0,0,0,25,0,0,0,0,4,2
4657,0,1,1,1,0,1,0,26,0,0,0,0,3,15
4658,0,1,1,1,0,1,0,28,0,0,0,0,5,3
4659,0,1,1,1,0,0,0,35,1,2,1,1,4,18
4660,0,1,1,1,0,0,0,31,1,2,2,0,4,16
4661,0,0,1,0,0,0,0,68,0,3,3,0,5,7
4662,0,1,0,0,1,1,0,23,1,0,0,0,4,15
4663,0,1,1,0,1,1,0,54,1,0,0,3,1,15
4664,0,1,0,0,1,0,0,31,1,0,0,3,4,13
4665,0,1,1,0,0,0,0,71,1,2,0,0,5,11
4666,0,1,1,1,1,1,0,47,0,2,1,0,4,12
4667,0,1,1,0,0,0,0,39,1,0,0,1,2,1
4668,0,1,1,1,1,0,0,71,1,1,2,0,5,17
4669,0,1,1,0,0,0,0,30,0,2,2,0,6,17
4670,0,1,1,0,1,1,0,33,1,2,0,0,4,14
4671,0,1,1,0,0,0,0,18,1,0,0,2,5,14
4672,0,1,1,0,0,1,0,24,1,0,0,0,5,9
4673,0,1,0,0,1,0,0,45,1,2,1,0,4,8
4674,0,1,1,0,0,0,0,60,1,3,4,1,3,6
4675,0,1,0,0,1,0,0,29,0,0,0,0,4,0
4676,0,1,1,0,0,1,0,49,1,2,2,0,2,13
4677,0,1,0,0,0,0,0,18,1,0,0,0,4,14
4678,0,1,1,0,0,1,0,33,1,2,1,0,5,5
4679,0,0,1,0,1,0,0,40,0,0,0,0,3,10
4680,0,1,1,0,1,0,0,34,0,2,2,1,5,6
4681,0,1,0,1,1,1,0,66,1,2,0,0,4,16
4682,0,1,1,0,1,0,0,78,0,3,2,1,1,14
4683,0,0,1,0,1,0,0,23,1,0,0,1,0,14
4684,0,1,1,1,0,1,0,28,0,0,0,0,4,2
4685,0,0,1,0,0,0,0,29,0,0,0,0,4,15
4686,0,1,1,1,0,1,0,27,1,0,0,0,5,7
4687,0,1,0,1,0,1,0,28,0,0,0,0,5,6
4688,0,1,1,1,1,1,0,28,1,0,0,0,6,15
4689,0,1,1,0,1,1,0,61,0,1,2,0,5,9
4690,0,0,1,1,1,0,0,56,1,0,0,0,5,5
4691,0,1,1,1,0,0,0,55,0,0,0,1,4,6
4692,0,1,1,1,1,0,0,32,0,0,0,0,4,16
4693,0,1,1,1,0,1,0,40,0,2,2,0,2,6
4694,0,1,1,1,0,0,0,62,0,1,1,0,4,20
4695,0,1,1,1,0,0,0,25,0,0,0,0,5,16
4696,0,1,1,0,1,0,0,63,0,2,2,3,4,13
4697,0,1,1,0,0,1,0,67,0,2,0,0,3,10
4698,0,0,1,0,0,0,0,19,0,0,0,0,4,23
4699,0,1,1,0,0,0,0,24,0,0,0,1,5,6
4700,0,1,1,1,0,0,0,26,1,0,0,0,3,10
4701,0,1,0,0,1,0,0,63,1,2,0,0,5,12
4702,0,0,1,1,1,0,0,19,1,0,0,0,7,14
4703,0,1,1,1,0,0,0,21,0,0,0,2,4,23
4704,0,1,0,0,0,0,0,18,1,0,0,0,4,3
4705,0,0,1,0,0,0,0,28,1,0,0,0,5,8
4706,0,1,0,0,0,0,0,19,1,0,0,0,3,18
4707,0,1,0,1,1,0,0,80,1,1,4,0,5,0
4708,0,0,1,0,0,1,0,25,0,0,0,0,3,3
4709,0,1,1,0,0,0,0,26,0,0,0,0,5,17
4710,0,1,0,0,1,1,0,43,1,2,0,0,1,4
4711,0,1,1,0,1,1,0,21,0,0,0,1,5,5
4712,0,1,0,1,0,1,0,71,0,1,4,0,1,12
4713,0,1,1,0,0,0,0,19,1,0,0,0,5,18
4714,0,0,1,1,1,0,0,71,0,3,4,0,5,18
4715,0,0,1,0,1,0,0,26,1,0,0,0,5,7
4716,0,1,1,1,0,0,0,19,1,0,0,0,4,13
4717,0,0,1,1,1,0,0,54,0,0,0,1,3,17
4718,0,1,1,0,0,0,0,33,1,0,0,0,1,17
4719,0,1,1,1,1,1,0,34,1,0,0,0,5,23
4720,0,1,0,1,1,0,0,30,1,0,0,0,6,8
4721,0,1,0,1,1,1,0,32,0,2,0,0,3,1
4722,0,1,0,0,0,0,0,27,0,0,0,0,4,22
4723,0,1,1,1,0,0,0,19,0,0,0,1,7,12
4724,0,0,1,1,0,0,0,20,0,0,0,0,3,13
4725,0,0,1,1,0,0,0,29,1,0,0,0,5,10
4726,0,1,1,1,1,1,0,18,1,0,0,0,4,7
4727,0,1,0,0,1,0,0,23,0,0,0,2,4,5
4728,0,0,1,0,1,1,0,34,1,0,0,0,7,7
4729,0,1,1,0,1,1,0,31,1,0,0,0,2,17
4730,0,1,0,1,0,1,0,21,0,0,0,0,3,10
4731,0,1,0,1,1,0,0,46,1,0,0,0,2,0
4732,0,0,1,1,0,0,0,33,0,0,0,0,5,7
4733,0,1,1,1,1,0,0,55,0,0,0,1,5,12
4734,0,1,1,0,0,0,0,24,1,0,0,0,4,8
4735,0,1,1,1,0,0,0,35,1,0,0,0,4,22
4736,0,1,1,0,0,0,0,32,1,2,2,0,5,14
4737,0,0,0,0,0,0,1,78,0,1,2,0,4,20
4738,0,1,1,1,1,1,0,22,0,0,0,2,4,13
4739,0,1,1,0,0,0,0,25,1,0,0,3,3,10
4740,0,1,0,0,0,0,0,29,0,0,0,2,4,15
4741,0,1,1,1,0,0,0,31,1,0,0,0,0,18
4742,0,0,1,0,0,1,0,34,1,0,0,2,4,8
4743,0,1,1,0,0,1,0,25,0,0,0,0,5,13
4744,0,1,1,1,0,0,0,20,1,0,0,0,3,9
4745,0,1,1,1,0,0,0,18,1,0,0,0,0,10
4746,0,1,1,0,0,0,0,74,0,2,1,2,4,18
4747,0,1,1,1,1,0,0,23,0,0,0,1,7,23
4748,0,1,1,0,1,0,0,40,0,2,0,1,0,1
4749,0,1,0,0,0,0,0,63,1,2,0,0,1,11
4750,0,1,1,0,1,0,0,25,0,0,0,0,3,0
4751,0,0,1,0,0,1,0,23,1,0,0,0,4,20
4752,0,1,1,0,1,1,0,57,0,2,0,0,7,23
4753,0,1,1,1,0,0,0,21,1,0,0,0,5,4
4754,0,1,1,1,0,0,0,34,0,2,1,0,3,11
4755,0,1,1,1,0,0,0,24,1,0,0,0,5,15
4756,0,1,0,0,0,0,0,21,0,0,0,0,6,1
4757,0,1,1,1,1,0,0,25,0,0,0,1,3,14
4758,0,0,1,0,0,0,0,65,0,3,1,0,4,11
4759,0,1,1,0,1,1,0,25,0,0,0,3,5,15
4760,0,1,1,0,0,0,0,38,1,2,2,3,5,14
4761,0,1,1,0,1,1,0,63,1,1,4,0,5,14
4762,0,1,1,0,0,0,0,35,0,0,0,1,2,3
4763,0,1,1,1,1,0,0,21,1,0,0,1,4,5
4764,0,1,0,0,1,1,0,69,1,2,1,0,4,13
4765,0,1,1,1,1,1,0,66,1,3,3,0,0,1
4766,0,1,1,0,0,1,0,77,1,2,2,0,5,17
4767,0,1,1,1,0,1,0,25,0,0,0,1,5,14
4768,0,1,1,1,0,0,0,34,1,0,0,2,0,1
4769,0,1,1,0,0,0,0,22,0,0,0,0,5,3
4770,0,1,1,0,1,1,0,18,1,0,0,0,5,4
4771,0,1,1,0,1,0,0,22,0,0,0,0,5,0
4772,0,1,1,1,0,0,0,19,1,0,0,0,4,18
4773,0,1,1,0,1,0,0,27,0,0,0,1,7,8
4774,0,0,1,1,0,0,0,45,1,0,0,0,3,3
4775,0,1,1,1,0,0,0,71,0,3,1,0,3,2
4776,0,1,1,0,1,1,0,19,0,0,0,0,2,10
4777,0,1,1,1,0,0,0,62,0,3,1,0,5,18
4778,0,1,1,1,0,0,0,33,0,2,1,0,5,15
4779,0,1,1,0,1,0,0,45,1,2,0,0,3,0
4780,0,1,1,1,0,0,0,36,1,0,0,0,4,3
4781,0,1,0,0,1,1,0,32,0,2,0,0,4,23
4782,0,1,1,0,1,0,0,34,0,2,1,2,1,1
4783,0,1,1,0,1,0,0,29,1,0,0,0,5,5
4784,0,1,0,0,0,0,0,63,1,1,3,1,4,22
4785,0,1,0,0,0,1,0,21,0,0,0,1,5,12
4786,0,1,0,0,1,0,0,22,1,0,0,0,0,17
4787,0,1,1,1,0,0,0,25,1,0,0,0,5,5
4788,0,1,0,0,0,0,0,32,0,2,0,0,7,7
4789,0,1,1,1,0,0,0,29,0,0,0,0,7,1
4790,0,1,0,0,0,0,0,31,0,2,1,0,4,8
4791,0,1,1,1,1,0,0,40,1,0,0,3,3,23
4792,0,1,1,1,1,1,0,53,0,2,1,0,3,16
4793,0,1,1,1,1,1,0,32,1,2,1,2,2,13
4794,0,1,1,1,1,0,0,25,1,0,0,1,0,5
4795,0,1,1,1,0,0,0,29,1,0,0,0,4,14
4796,0,1,1,1,0,0,0,59,0,2,0,0,2,13
4797,0,1,1,0,0,0,0,78,1,3,2,0,5,9
4798,0,0,1,1,0,1,0,33,0,0,0,0,3,11
4799,0,1,1,0,0,0,0,20,1,0,0,3,3,1
4800,0,0,1,1,0,0,0,30,1,2,2,0,4,10
4801,0,1,1,0,0,1,0,23,1,0,0,0,4,11
4802,0,0,1,0,0,0,0,34,0,2,2,0,6,3
4803,0,1,1,1,0,0,0,28,0,0,0,0,3,11
4804,0,0,1,0,1,0,0,19,0,0,0,3,6,11
4805,0,1,1,0,0,1,0,32,0,2,2,1,5,7
4806,0,1,1,0,1,1,0,20,1,0,0,0,5,11
4807,0,1,1,0,0,0,0,29,0,0,0,1,5,2
4808,0,1,0,0,0,1,0,20,0,0,0,0,4,7
4809,0,1,1,1,1,0,0,19,1,0,0,0,4,2
4810,0,1,1,1,0,0,0,29,1,0,0,0,4,19
4811,0,1,1,1,1,0,0,24,1,0,0,0,2,23
4812,0,1,1,1,0,0,0,20,0,0,0,0,6,6
4813,0,1,0,0,1,0,0,18,0,0,0,0,5,7
4814,0,1,0,0,1,0,0,37,1,0,0,0,4,9
4815,0,1,1,1,0,0,0,46,0,0,0,1,0,14
4816,0,1,1,1,1,0,0,72,0,3,2,0,4,9
4817,0,1,0,0,0,0,0,32,1,0,0,0,4,19
4818,0,1,1,1,1,0,0,38,1,2,2,0,3,13
4819,0,1,1,1,0,0,0,33,0,2,2,0,3,6
4820,0,1,1,1,1,0,0,18,1,0,0,0,7,14
4821,0,0,0,0,1,0,0,34,0,2,1,0,4,4
4822,0,0,0,0,0,0,1,29,1,0,0,1,7,3
4823,0,1,1,0,0,0,0,32,1,2,0,0,4,22
4824,0,1,1,0,1,0,0,29,0,0,0,0,4,0
4825,0,1,1,0,1,1,0,18,1,0,0,0,2,10
4826,0,1,0,0,0,0,0,21,1,0,0,0,3,9
4827,0,1,1,0,1,0,0,30,0,2,0,0,7,14
4828,0,1,1,0,1,0,0,78,0,3,2,3,6,7
4829,0,1,1,1,0,0,0,28,1,0,0,0,5,7
4830,0,0,0,0,0,0,1,22,1,0,0,0,7,13
4831,0,1,0,0,1,0,0,76,0,3,1,0,4,13
4832,0,0,1,1,1,0,0,34,1,0,0,0,1,6
4833,0,1,1,0,1,0,0,46,1,2,1,2,7,9
4834,0,0,1,1,0,1,0,18,1,0,0,0,4,5
4835,0,1,0,0,1,0,0,18,1,0,0,1,3,14
4836,0,1,1,0,0,0,0,33,0,0,0,1,5,10
4837,0,1,1,0,1,0,0,31,1,0,0,1,4,23
4838,0,1,1,1,1,0,0,29,1,0,0,3,5,18
4839,0,1,1,1,1,0,0,26,1,0,0,0,3,13
4840,0,1,1,0,0,1,0,53,0,2,1,0,3,11
4841,0,1,1,0,1,1,0,33,1,0,0,0,3,0
4842,0,1,1,0,0,0,0,51,0,2,2,1,4,13
4843,0,1,1,1,1,0,0,27,1,0,0,0,5,13
4844,0,1,1,1,0,1,0,28,0,0,0,0,2,5
4845,0,1,0,0,1,1,0,38,1,2,1,1,3,14
4846,0,1,1,1,0,0,0,21,0,0,0,0,5,4
4847,0,1,1,1,1,0,0,62,1,3,0,0,3,16
4848,0,1,1,0,0,0,0,58,0,0,0,0,0,15
4849,0,1,0,0,0,0,0,42,0,0,0,1,2,5
4850,0,1,1,1,0,1,0,21,1,0,0,2,4,20
4851,0,1,1,1,0,0,0,21,1,0,0,0,4,9
4852,0,1,1,0,1,1,0,19,0,0,0,0,3,23
4853,0,0,0,1,1,0,0,65,0,3,4,2,4,15
4854,0,1,1,0,1,0,0,50,1,2,0,1,3,8
4855,0,1,0,1,1,0,0,29,1,0,0,1,4,14
4856,0,1,1,1,1,0,0,37,0,0,0,0,2,2
4857,0,1,1,0,0,0,0,32,0,0,0,0,2,11
4858,0,1,0,0,0,1,0,36,1,2,2,0,4,2
4859,0,0,0,0,1,1,0,31,0,0,0,0,4,6
4860,0,0,1,1,1,0,0,27,0,0,0,0,4,1
4861,0,1,1,1,0,0,0,70,1,3,0,2,4,22
4862,0,0,0,1,1,1,0,77,1,3,2,0,4,13
4863,0,1,1,0,0,0,0,20,0,0,0,1,5,8
4864,0,1,1,1,0,0,0,32,1,0,0,0,5,12
4865,0,0,1,0,0,0,0,30,1,2,0,0,4,2
4866,0,1,1,0,1,0,0,52,1,0,0,0,5,12
4867,0,0,0,1,1,1,0,72,0,3,3,1,4,22
4868,0,1,0,1,0,0,0,79,1,2,0,0,5,4
4869,0,1,1,0,0,0,0,28,0,0,0,0,4,4
4870,0,0,0,0,1,1,0,24,1,0,0,0,2,15
4871,0,1,1,0,0,0,0,33,1,0,0,0,2,8
4872,0,1,1,1,0,1,0,70,0,3,2,0,5,15
4873,0,1,1,0,0,0,0,23,0,0,0,0,3,2
4874,0,1,0,0,0,0,0,70,1,3,0,1,3,6
4875,0,1,0,1,0,1,0,58,0,2,0,1,2,17
4876,0,1,0,0,0,0,0,20,1,0,0,0,4,3
4877,0,1,0,1,1,1,0,25,1,0,0,0,5,3
4878,0,1,0,1,0,0,0,26,1,0,0,0,3,12
4879,0,1,1,1,0,0,0,66,0,3,4,0,5,6
4880,0,1,1,0,0,1,0,26,0,0,0,0,6,12
4881,0,1,1,0,1,1,0,36,0,0,0,3,4,14
4882,0,1,1,1,1,0,0,27,0,0,0,0,0,15
4883,0,1,0,0,0,1,0,30,1,0,0,0,5,18
4884,0,1,1,1,0,0,0,26,0,0,0,3,5,7
4885,0,1,0,0,1,1,0,77,1,2,1,0,5,10
4886,0,1,1,0,0,0,0,27,0,0,0,1,5,7
4887,0,1,1,0,0,0,0,34,0,0,0,1,5,5
4888,0,1,1,0,0,1,0,52,1,2,1,2,4,14
4889,0,1,1,0,0,0,0,40,1,2,2,0,5,8
4890,0,1,1,0,1,0,0,34,0,0,0,0,4,19
4891,0,1,1,0,0,0,0,34,0,0,0,1,5,18
4892,0,1,1,0,0,0,0,33,0,0,0,0,2,2
4893,0,1,1,1,0,0,0,33,0,2,1,0,4,10
4894,0,0,0,0,0,0,1,29,0,0,0,0,4,0
4895,0,1,1,1,1,0,0,35,0,0,0,0,3,3
4896,0,1,0,0,0,1,0,54,1,2,0,2,0,8
4897,0,0,1,1,1,0,0,21,0,0,0,0,1,23
4898,0,0,1,1,1,0,0,26,0,0,0,3,6,10
4899,0,1,0,0,0,0,0,33,0,0,0,0,1,16
4900,0,1,1,0,0,0,0,25,1,0,0,0,4,0
4901,0,1,0,0,1,0,0,25,0,0,0,2,1,2
4902,0,1,1,0,1,1,0,33,0,2,0,1,5,23
4903,0,1,1,1,0,1,0,19,1,0,0,0,4,17
4904,0,1,1,1,0,1,0,26,0,0,0,0,4,12
4905,0,1,1,0,1,0,0,29,0,0,0,0,5,18
4906,0,1,1,0,0,1,0,23,1,0,0,0,4,13
4907,0,1,1,0,0,0,0,62,1,2,1,0,1,13
4908,0,1,1,1,0,0,0,31,1,2,1,0,4,5
4909,0,0,1,0,1,0,0,20,0,0,0,0,6,2
4910,0,1,1,0,0,1,0,22,0,0,0,0,7,10
4911,0,1,1,1,0,1,0,55,0,0,0,0,2,18
4912,0,1,0,0,1,1,0,29,0,0,0,0,1,11
4913,0,1,1,1,1,0,0,18,1,0,0,0,0,5
4914,0,1,0,1,0,1,0,32,0,2,2,0,2,13
4915,0,1,1,0,0,0,0,35,1,0,0,0,3,0
4916,0,1,1,0,1,0,0,49,0,0,0,2,5,2
4917,0,1,0,1,1,0,0,25,0,0,0,0,5,6
4918,0,1,1,1,1,0,0,25,1,0,0,0,3,9
4919,0,1,1,1,1,0,0,18,1,0,0,1,2,14
4920,0,0,0,1,0,1,0,26,0,0,0,2,2,12
4921,0,1,1,1,0,0,0,38,0,2,2,1,4,8
4922,0,1,1,0,1,0,0,29,1,0,0,1,5,8
4923,0,0,0,1,0,1,0,30,0,0,0,0,4,16
4924,0,1,1,1,0,0,0,28,0,0,0,1,5,5
4925,0,1,1,0,1,0,0,66,1,1,2,0,4,18
4926,0,0,1,1,1,0,0,75,1,1,2,0,3,2
4927,0,1,1,0,0,0,0,31,1,0,0,0,4,18
4928,0,1,0,1,0,0,0,29,0,0,0,0,4,3
4929,0,1,1,0,0,0,0,28,0,0,0,0,2,15
4930,0,0,1,0,0,0,0,30,1,0,0,0,0,16
4931,0,0,1,0,0,0,0,30,0,2,1,0,5,8
4932,0,1,1,1,0,0,0,62,1,1,2,0,2,23
4933,0,1,1,0,0,0,0,29,1,0,0,0,1,21
4934,0,1,1,0,1,1,0,19,1,0,0,1,5,17
4935,0,1,1,1,1,1,0,24,1,0,0,1,5,6
4936,0,0,1,0,1,0,0,30,0,0,0,2,0,17
4937,0,0,1,0,1,1,0,25,0,0,0,0,4,12
4938,0,1,0,0,1,0,0,32,1,2,1,0,6,13
4939,0,0,1,0,1,0,0,22,0,0,0,0,4,9
4940,0,1,0,0,0,1,0,73,0,3,3,0,0,2
4941,0,1,1,0,1,1,0,74,0,2,0,0,7,7
4942,0,0,0,0,0,1,0,34,1,2,1,0,7,2
4943,0,1,1,0,1,0,0,33,0,2,2,0,6,14
4944,0,1,1,1,1,1,0,20,0,0,0,0,4,22
4945,0,1,1,0,0,0,0,24,0,0,0,1,4,12
4946,0,1,0,0,0,0,0,19,0,0,0,0,3,6
4947,0,1,1,1,0,0,0,77,1,2,2,3,1,8
4948,0,1,1,0,0,0,0,21,1,0,0,0,5,23
4949,0,0,1,1,1,0,0,24,0,0,0,2,5,12
4950,0,1,0,0,1,0,0,53,0,2,1,0,2,2
4951,0,1,0,0,0,0,0,44,0,2,1,0,2,5
4952,0,1,1,0,0,1,0,71,0,1,1,0,3,4
4953,0,0,1,0,0,0,0,35,1,2,0,0,5,7
4954,0,1,1,1,0,1,0,34,0,0,0,0,6,17
4955,0,0,1,1,0,0,0,33,1,0,0,0,4,1
4956,0,1,1,0,1,0,0,57,0,0,0,0,4,20
4957,0,1,1,0,1,0,0,21,1,0,0,0,4,3
